focus,n,A,B,mean(A),std(A),mean(B),std(B),U,p-value
sp,2,cnn,cnn-lstm,0.36738293537109773,0.3085323003371413,0.33255525435973105,0.3205668127707547,28457.0,0.2325
sp,2,cnn,lstm,0.36738293537109773,0.3085323003371413,0.3372598514037661,0.27772277383351374,27692.5,0.447
sp,2,cnn,mlp,0.36738293537109773,0.3085323003371413,0.26685689068803753,0.24706996447056345,31129.5,0.006
sp,2,cnn-lstm,lstm,0.33255525435973105,0.3205668127707547,0.3372598514037661,0.27772277383351374,25375.0,0.447
sp,2,cnn-lstm,mlp,0.33255525435973105,0.3205668127707547,0.26685689068803753,0.24706996447056345,28669.0,0.232
sp,2,lstm,mlp,0.3372598514037661,0.27772277383351374,0.26685689068803753,0.24706996447056345,30206.0,0.024
sp,3,cnn,cnn-lstm,0.43372034207200405,0.30325422602515234,0.43630387631190737,0.28451394434871236,26206.5,0.864
sp,3,cnn,lstm,0.43372034207200405,0.30325422602515234,0.38307905611165005,0.269367837181672,29121.0,0.072
sp,3,cnn,mlp,0.43372034207200405,0.30325422602515234,0.30093288692893894,0.24060535372853076,33278.0,0.0
sp,3,cnn-lstm,lstm,0.43630387631190737,0.28451394434871236,0.38307905611165005,0.269367837181672,29554.0,0.043500000000000004
sp,3,cnn-lstm,mlp,0.43630387631190737,0.28451394434871236,0.30093288692893894,0.24060535372853076,34025.0,0.0
sp,3,lstm,mlp,0.38307905611165005,0.269367837181672,0.30093288692893894,0.24060535372853076,31027.5,0.002
sp,4,cnn,cnn-lstm,0.5260855736786767,0.2988696000735504,0.4963941973749583,0.29323432334416627,28432.0,0.164
sp,4,cnn,lstm,0.5260855736786767,0.2988696000735504,0.4428510949192135,0.28783481056052485,31169.5,0.002
sp,4,cnn,mlp,0.5260855736786767,0.2988696000735504,0.3899475792408152,0.26174264551005016,34385.0,0.0
sp,4,cnn-lstm,lstm,0.4963941973749583,0.29323432334416627,0.4428510949192135,0.28783481056052485,29344.5,0.0504
sp,4,cnn-lstm,mlp,0.4963941973749583,0.29323432334416627,0.3899475792408152,0.26174264551005016,32642.0,0.0
sp,4,lstm,mlp,0.4428510949192135,0.28783481056052485,0.3899475792408152,0.26174264551005016,29577.0,0.042
sp,5,cnn,cnn-lstm,0.5717071378677501,0.26622079826273803,0.561245016689275,0.25346236607637274,27394.0,0.508
sp,5,cnn,lstm,0.5717071378677501,0.26622079826273803,0.5008091817146788,0.2689951687204984,30718.0,0.006
sp,5,cnn,mlp,0.5717071378677501,0.26622079826273803,0.4709091047926361,0.23299408923520737,33667.5,0.0
sp,5,cnn-lstm,lstm,0.561245016689275,0.25346236607637274,0.5008091817146788,0.2689951687204984,29944.5,0.021
sp,5,cnn-lstm,mlp,0.561245016689275,0.25346236607637274,0.4709091047926361,0.23299408923520737,32802.5,0.0
sp,5,lstm,mlp,0.5008091817146788,0.2689951687204984,0.4709091047926361,0.23299408923520737,28993.0,0.08879999999999999
sp,6,cnn,cnn-lstm,0.5654704685284252,0.28312726471200356,0.5401914259385786,0.28071577532410263,28002.5,0.303
sp,6,cnn,lstm,0.5654704685284252,0.28312726471200356,0.5213657070642979,0.2773445432037931,29467.0,0.051000000000000004
sp,6,cnn,mlp,0.5654704685284252,0.28312726471200356,0.4598179875910585,0.24955056444704773,33484.0,0.0
sp,6,cnn-lstm,lstm,0.5401914259385786,0.28071577532410263,0.5213657070642979,0.2773445432037931,27918.5,0.303
sp,6,cnn-lstm,mlp,0.5401914259385786,0.28071577532410263,0.4598179875910585,0.24955056444704773,31905.5,0.0
sp,6,lstm,mlp,0.5213657070642979,0.2773445432037931,0.4598179875910585,0.24955056444704773,30697.5,0.006
sp,7,cnn,cnn-lstm,0.6307787589885715,0.24528934864655763,0.5936918917807964,0.269922482518944,28219.0,0.215
sp,7,cnn,lstm,0.6307787589885715,0.24528934864655763,0.5492533893335437,0.26690832030816314,31616.5,0.0
sp,7,cnn,mlp,0.6307787589885715,0.24528934864655763,0.5177942451670877,0.23992392781627253,34875.0,0.0
sp,7,cnn-lstm,lstm,0.5936918917807964,0.269922482518944,0.5492533893335437,0.26690832030816314,29699.5,0.0345
sp,7,cnn-lstm,mlp,0.5936918917807964,0.269922482518944,0.5177942451670877,0.23992392781627253,32568.0,0.0
sp,7,lstm,mlp,0.5492533893335437,0.26690832030816314,0.5177942451670877,0.23992392781627253,28983.0,0.09119999999999999
sp,8,cnn,cnn-lstm,0.6305083860832795,0.26105721313210967,0.6073988262268899,0.2614429747533219,28219.0,0.215
sp,8,cnn,lstm,0.6305083860832795,0.26105721313210967,0.5798588670437128,0.2544984291973669,30247.0,0.0135
sp,8,cnn,mlp,0.6305083860832795,0.26105721313210967,0.5296883499669819,0.24318843120034728,34199.5,0.0
sp,8,cnn-lstm,lstm,0.6073988262268899,0.2614429747533219,0.5798588670437128,0.2544984291973669,28590.0,0.1596
sp,8,cnn-lstm,mlp,0.6073988262268899,0.2614429747533219,0.5296883499669819,0.24318843120034728,32661.5,0.0
sp,8,lstm,mlp,0.5798588670437128,0.2544984291973669,0.5296883499669819,0.24318843120034728,30154.0,0.0135
sp,9,cnn,cnn-lstm,0.6619939758323549,0.2521894665409504,0.6253965566234545,0.2555831889674827,29087.5,0.0768
sp,9,cnn,lstm,0.6619939758323549,0.2521894665409504,0.6227596252324911,0.2566997506793363,29278.5,0.07050000000000001
sp,9,cnn,mlp,0.6619939758323549,0.2521894665409504,0.5609027973691327,0.2527082017011268,34203.0,0.0
